id,name,description,creatorId,createdAt,updatedAt,upperCategory,lowerCategory,detailCategory,status,llmModel,chatbotType,maxInputLength,maxResponseLength,personaName,speakingStyle,personalityTraits,rolePrompt,prohibitedWordResponse,uploadFormats,uploadMethod,maxFileCount,maxFileSizeMB,documentManagerIds,visibility,allowedGroups,agentManagerIds,agentEditorIds,icon,backgroundColor,isCustomIcon,category,managerId,organizationId,isActive,유형
95,정치외교학과 단기연수 정보,정치외교학과 소속의 학생 및 교직원을 위한 단기연수 정보 안내 챗봇입니다.,user1095,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,정치외교학과,,active,gpt-4o,general-llm,2048,1024,도우미 채원,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,단기연수 정보 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,정치외교학과,user1095,,True,학생
25,전자공학과 이중전공 안내,전자공학과 소속의 학생 및 교직원을 위한 이중전공 안내 안내 챗봇입니다.,user1025,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,공과대학,전자공학과,,active,gpt-4o,general-llm,2048,1024,도우미 채원,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,이중전공 안내 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,전자공학과,user1025,,True,학생
58,사회학과 디자인 씽킹 챗봇,사회학과 소속의 학생 및 교직원을 위한 디자인 씽킹 챗봇 안내 챗봇입니다.,user1058,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,사회학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,디자인 씽킹 챗봇 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사회학과,user1058,,True,학생
8,AI 수업 비서,AI 관련 수업 커리큘럼 및 학습 자료 안내,user1292,2025-06-26T22:11:48.231296,2025-06-26T22:11:48.231296,전체,전체,전체,active,gpt-4o,general-llm,2048,1024,복지비서 우성,논리적이고 간결한 말투,논리적이고 정확한 성격,대학 구성원들이 질문한 주제에 대해 정확하고 친절하게 답변하는 역할을 수행합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"[""PDF"", ""DOCX"", ""TXT""]",dragdrop,100,100,['user1292'],organization,[],['user1292'],['user1292'],default.png,#FFFFFF,False,AI Chatbot,user1292,univ,True,학생
34,마케팅학과 자기소개서 첨삭,마케팅학과 소속의 학생 및 교직원을 위한 자기소개서 첨삭 안내 챗봇입니다.,user1034,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,경영대학,마케팅학과,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,자기소개서 첨삭 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,마케팅학과,user1034,,True,학생
57,국어국문학과 공학설계 마스터,국어국문학과 소속의 학생 및 교직원을 위한 공학설계 마스터 안내 챗봇입니다.,user1057,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,인문대학,국어국문학과,,active,gpt-4o,general-llm,2048,1024,도우미 민수,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,공학설계 마스터 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,국어국문학과,user1057,,True,학생
64,의학과 해부학 공부법,의학과 소속의 학생 및 교직원을 위한 해부학 공부법 안내 챗봇입니다.,user1064,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,의과대학,의학과,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,해부학 공부법 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,의학과,user1064,,True,학생
18,음악학과 시험 대비 전략,음악학과 소속의 학생 및 교직원을 위한 시험 대비 전략 안내 챗봇입니다.,user1018,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,예술대학,음악학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,시험 대비 전략 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,음악학과,user1018,,True,학생
10,심리학과 실험실 안전 교육,심리학과 소속의 학생 및 교직원을 위한 실험실 안전 교육 안내 챗봇입니다.,user1010,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,심리학과,,active,gpt-4o,general-llm,2048,1024,도우미 하은,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,실험실 안전 교육 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,심리학과,user1010,,True,학생
79,무용학과 집중력 높이는 법,무용학과 소속의 학생 및 교직원을 위한 집중력 높이는 법 안내 챗봇입니다.,user1079,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,예술대학,무용학과,,active,gpt-4o,general-llm,2048,1024,도우미 지우,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,집중력 높이는 법 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,무용학과,user1079,,True,학생
84,교양과목운영팀 전과/편입 안내,교양과목운영팀 소속의 학생 및 교직원을 위한 전과/편입 안내 안내 챗봇입니다.,user1084,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,교양교육원,교양과목운영팀,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,전과/편입 안내 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교양과목운영팀,user1084,,True,학생
16,간호학과 진학상담,간호학과 소속의 학생 및 교직원을 위한 진학상담 안내 챗봇입니다.,user1016,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,의과대학,간호학과,,active,gpt-4o,general-llm,2048,1024,도우미 수빈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,진학상담 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,간호학과,user1016,,True,학생
9,인턴십 가이드,인턴십 프로그램 및 기업 연계 정보 안내,user1030,2025-06-26T22:11:48.231296,2025-06-26T22:11:48.231296,전체,전체,전체,active,gpt-4o,general-llm,2048,1024,책임연구자 민경,논리적이고 간결한 말투,논리적이고 정확한 성격,대학 구성원들이 질문한 주제에 대해 정확하고 친절하게 답변하는 역할을 수행합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"[""PDF"", ""DOCX"", ""TXT""]",dragdrop,100,100,['user1030'],organization,[],['user1030'],['user1030'],default.png,#FFFFFF,False,AI Chatbot,user1030,univ,True,기능형
92,정치외교학과 카카오톡 챗봇 튜토리얼,정치외교학과 소속의 학생 및 교직원을 위한 카카오톡 챗봇 튜토리얼 안내 챗봇입니다.,user1092,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,정치외교학과,,active,gpt-4o,general-llm,2048,1024,도우미 지훈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,카카오톡 챗봇 튜토리얼 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,정치외교학과,user1092,,True,학생
40,회계학과 AI 학습 길잡이,회계학과 소속의 학생 및 교직원을 위한 AI 학습 길잡이 안내 챗봇입니다.,user1040,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,경영대학,회계학과,,active,gpt-4o,general-llm,2048,1024,도우미 하은,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,AI 학습 길잡이 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,회계학과,user1040,,True,학생
4,사회학과 학습 도우미,사회학과 소속의 학생 및 교직원을 위한 학습 도우미 안내 챗봇입니다.,user1004,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,사회학과,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,학습 도우미 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사회학과,user1004,,True,학생
68,경영학과 사회이슈 토론 조언,경영학과 소속의 학생 및 교직원을 위한 사회이슈 토론 조언 안내 챗봇입니다.,user1068,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,경영대학,경영학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,사회이슈 토론 조언 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,경영학과,user1068,,True,학생
15,의학과 장학금 Q&A,의학과 소속의 학생 및 교직원을 위한 장학금 Q&A 안내 챗봇입니다.,user1015,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,의과대학,의학과,,active,gpt-4o,general-llm,2048,1024,도우미 채원,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,장학금 Q&A 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,의학과,user1015,,True,학교
4,교수진 탐색기,전공별 교수진 정보와 연구 분야를 알려줍니다.,user1340,2025-06-26T22:11:48.231296,2025-06-26T22:11:48.231296,전체,전체,전체,active,gpt-4o,general-llm,2048,1024,수업도우미 하람,논리적이고 간결한 말투,밝고 긍정적인 성격,대학 구성원들이 질문한 주제에 대해 정확하고 친절하게 답변하는 역할을 수행합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"[""PDF"", ""DOCX"", ""TXT""]",dragdrop,100,100,['user1340'],organization,[],['user1340'],['user1340'],default.png,#FFFFFF,False,AI Chatbot,user1340,univ,True,교수
8,교양과목운영팀 동아리 소개,교양과목운영팀 소속의 학생 및 교직원을 위한 동아리 소개 안내 챗봇입니다.,user1008,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,교양교육원,교양과목운영팀,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,동아리 소개 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교양과목운영팀,user1008,,True,학생
29,수학교육과 전공 탐색 도우미,수학교육과 소속의 학생 및 교직원을 위한 전공 탐색 도우미 안내 챗봇입니다.,user1029,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사범대학,수학교육과,,active,gpt-4o,general-llm,2048,1024,도우미 지우,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,전공 탐색 도우미 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,수학교육과,user1029,,True,학생
76,사학과 강의 수업 녹화,사학과 소속의 학생 및 교직원을 위한 강의 수업 녹화 안내 챗봇입니다.,user1076,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,인문대학,사학과,,active,gpt-4o,general-llm,2048,1024,도우미 수빈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,강의 수업 녹화 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사학과,user1076,,True,학생
7,동아리 소개봇,학생 자치 동아리 및 중앙 동아리 정보 제공,user1198,2025-06-26T22:11:48.231296,2025-06-26T22:11:48.231296,전체,전체,전체,active,gpt-4o,general-llm,2048,1024,캠퍼스길라잡이 채린,논리적이고 간결한 말투,친절하고 전문적인 성격,대학 구성원들이 질문한 주제에 대해 정확하고 친절하게 답변하는 역할을 수행합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"[""PDF"", ""DOCX"", ""TXT""]",dragdrop,100,100,['user1198'],organization,[],['user1198'],['user1198'],default.png,#FFFFFF,False,AI Chatbot,user1198,univ,True,학생
96,간호학과 AI 세미나 소식,간호학과 소속의 학생 및 교직원을 위한 AI 세미나 소식 안내 챗봇입니다.,user1096,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,의과대학,간호학과,,active,gpt-4o,general-llm,2048,1024,도우미 수빈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,AI 세미나 소식 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,간호학과,user1096,,True,학생
86,무용학과 학생 포털 이용법,무용학과 소속의 학생 및 교직원을 위한 학생 포털 이용법 안내 챗봇입니다.,user1086,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,예술대학,무용학과,,active,gpt-4o,general-llm,2048,1024,도우미 수빈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,학생 포털 이용법 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,무용학과,user1086,,True,학생
82,전자공학과 심리 자가 진단,전자공학과 소속의 학생 및 교직원을 위한 심리 자가 진단 안내 챗봇입니다.,user1082,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,공과대학,전자공학과,,active,gpt-4o,general-llm,2048,1024,도우미 지훈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,심리 자가 진단 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,전자공학과,user1082,,True,학생
45,회계학과 철학 개념 정리,회계학과 소속의 학생 및 교직원을 위한 철학 개념 정리 안내 챗봇입니다.,user1045,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,경영대학,회계학과,,active,gpt-4o,general-llm,2048,1024,도우미 채원,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,철학 개념 정리 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,회계학과,user1045,,True,학생
41,교육학과 프로그래밍 튜터,교육학과 소속의 학생 및 교직원을 위한 프로그래밍 튜터 안내 챗봇입니다.,user1041,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사범대학,교육학과,,active,gpt-4o,general-llm,2048,1024,도우미 민지,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,프로그래밍 튜터 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교육학과,user1041,,True,학생
89,교양과목운영팀 유튜브 강의 추천,교양과목운영팀 소속의 학생 및 교직원을 위한 유튜브 강의 추천 안내 챗봇입니다.,user1089,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,교양교육원,교양과목운영팀,,active,gpt-4o,general-llm,2048,1024,도우미 지우,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,유튜브 강의 추천 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교양과목운영팀,user1089,,True,학생
37,전자공학과 세미나 안내,전자공학과 소속의 학생 및 교직원을 위한 세미나 안내 안내 챗봇입니다.,user1037,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,공과대학,전자공학과,,active,gpt-4o,general-llm,2048,1024,도우미 민수,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,세미나 안내 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,전자공학과,user1037,,True,학생
74,교양과목운영팀 학생 성과 공유,교양과목운영팀 소속의 학생 및 교직원을 위한 학생 성과 공유 안내 챗봇입니다.,user1074,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,교양교육원,교양과목운영팀,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,학생 성과 공유 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교양과목운영팀,user1074,,True,학생
52,정치외교학과 창의력 키우기,정치외교학과 소속의 학생 및 교직원을 위한 창의력 키우기 안내 챗봇입니다.,user1052,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,정치외교학과,,active,gpt-4o,general-llm,2048,1024,도우미 지훈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,창의력 키우기 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,정치외교학과,user1052,,True,학생
97,화학과 심층 인터뷰 준비,화학과 소속의 학생 및 교직원을 위한 심층 인터뷰 준비 안내 챗봇입니다.,user1097,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,자연과학대학,화학과,,active,gpt-4o,general-llm,2048,1024,도우미 민수,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,심층 인터뷰 준비 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,화학과,user1097,,True,학생
91,사회학과 클래스룸 에티켓,사회학과 소속의 학생 및 교직원을 위한 클래스룸 에티켓 안내 챗봇입니다.,user1091,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,사회학과,,active,gpt-4o,general-llm,2048,1024,도우미 민지,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,클래스룸 에티켓 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사회학과,user1091,,True,학생
32,법학과 포트폴리오 작성법,법학과 소속의 학생 및 교직원을 위한 포트폴리오 작성법 안내 챗봇입니다.,user1032,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,법과대학,법학과,,active,gpt-4o,general-llm,2048,1024,도우미 지훈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,포트폴리오 작성법 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,법학과,user1032,,True,학생
49,사학과 학생회 활동,사학과 소속의 학생 및 교직원을 위한 학생회 활동 안내 챗봇입니다.,user1049,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,인문대학,사학과,,active,gpt-4o,general-llm,2048,1024,도우미 지우,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,학생회 활동 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사학과,user1049,,True,학생
39,전자공학과 전공별 산업동향,전자공학과 소속의 학생 및 교직원을 위한 전공별 산업동향 안내 챗봇입니다.,user1039,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,공과대학,전자공학과,,active,gpt-4o,general-llm,2048,1024,도우미 지우,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,전공별 산업동향 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,전자공학과,user1039,,True,학생
85,법학과 성적 확인법,법학과 소속의 학생 및 교직원을 위한 성적 확인법 안내 챗봇입니다.,user1085,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,법과대학,법학과,,active,gpt-4o,general-llm,2048,1024,도우미 채원,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,성적 확인법 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,법학과,user1085,,True,학생
48,국어국문학과 심리실험 안내,국어국문학과 소속의 학생 및 교직원을 위한 심리실험 안내 안내 챗봇입니다.,user1048,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,인문대학,국어국문학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,심리실험 안내 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,국어국문학과,user1048,,True,학생
66,교양과목운영팀 법률 기초 지식,교양과목운영팀 소속의 학생 및 교직원을 위한 법률 기초 지식 안내 챗봇입니다.,user1066,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,교양교육원,교양과목운영팀,,active,gpt-4o,general-llm,2048,1024,도우미 수빈,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,법률 기초 지식 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,교양과목운영팀,user1066,,True,학생
23,화학과 기숙사 생활 가이드,화학과 소속의 학생 및 교직원을 위한 기숙사 생활 가이드 안내 챗봇입니다.,user1023,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,자연과학대학,화학과,,active,gpt-4o,general-llm,2048,1024,도우미 현우,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,기숙사 생활 가이드 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,화학과,user1023,,True,학생
94,의학과 국제 학술 교류,의학과 소속의 학생 및 교직원을 위한 국제 학술 교류 안내 챗봇입니다.,user1094,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,의과대학,의학과,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,국제 학술 교류 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,의학과,user1094,,True,학생
50,사회학과 수업평가 가이드,사회학과 소속의 학생 및 교직원을 위한 수업평가 가이드 안내 챗봇입니다.,user1050,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,사회과학대학,사회학과,,active,gpt-4o,general-llm,2048,1024,도우미 하은,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,수업평가 가이드 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,사회학과,user1050,,True,학생
54,음악학과 기초 수학 도우미,음악학과 소속의 학생 및 교직원을 위한 기초 수학 도우미 안내 챗봇입니다.,user1054,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,예술대학,음악학과,,active,gpt-4o,general-llm,2048,1024,도우미 서연,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,기초 수학 도우미 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,음악학과,user1054,,True,학생
98,간호학과 UX/UI 안내,간호학과 소속의 학생 및 교직원을 위한 UX/UI 안내 안내 챗봇입니다.,user1098,2025-06-26T22:17:47.090596,2025-06-26T22:17:47.090596,의과대학,간호학과,,active,gpt-4o,general-llm,2048,1024,도우미 예진,공손하고 친절한 말투,친절하고 전문적인 성격으로 정확한 정보를 제공,UX/UI 안내 관련 전문 상담을 제공합니다.,죄송합니다. 해당 내용에 대해서는 답변드릴 수 없습니다.,"['PDF', 'DOCX', 'TXT']",dragdrop,100,100,[],private,[],[],[],default.png,#ffffff,False,간호학과,user1098,,True,학생
